%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:26

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
19091.0,-0.017263833433389664,2311957.5,-5000.00048828125;
19143.0,-0.03465963527560234,2311879.5,-13500.0009765625;
19195.0,-0.05204065516591072,2311747.5,-22000.001953125;
19247.0,-0.06931500136852264,2311554.0,-31875.001953125;
19299.0,-0.08638772368431091,2311293.75,-42250.00390625;
19351.0,-0.10316219925880432,2310962.5,-53250.00390625;
19403.0,-0.11953786760568619,2310559.75,-64250.00390625;
19455.0,-0.13541245460510254,2310092.5,-74000.0078125;
19507.0,-0.15068188309669495,2309559.75,-83750.0078125;
19559.0,-0.16524170339107513,2308971.0,-92250.0078125;
19611.0,-0.17898696660995483,2308331.5,-100250.0078125;
19663.0,-0.19180840253829956,2307638.5,-107875.0078125;
19715.0,-0.20360809564590454,2306900.75,-115125.0078125;
19768.0,-0.2144811600446701,2306099.25,-122375.0078125;
19820.0,-0.2239067256450653,2305272.75,-128375.0078125;
19872.0,-0.23202009499073029,2304407.75,-134000.015625;
19924.0,-0.23872043192386627,2303512.0,-138625.015625;
19976.0,-0.24393726885318756,2302590.75,-141750.015625;
20028.0,-0.2475796788930893,2301663.75,-143125.015625;
20080.0,-0.2495913952589035,2300718.75,-146125.015625;
20134.0,-0.24988791346549988,2299719.75,-148375.015625;
20185.0,-0.24844583868980408,2298772.25,-148500.015625;
20238.0,-0.24512989819049835,2297790.0,-148125.015625;
20289.0,-0.2401706874370575,2296867.0,-143750.015625;
20342.0,-0.23316656053066254,2295938.25,-139375.015625;
20393.0,-0.2246505320072174,2295060.0,-137125.015625;
20446.0,-0.21396830677986145,2294177.25,-131875.015625;
20497.0,-0.20196671783924103,2293367.5,-125750.015625;
20550.0,-0.18775437772274017,2292578.0,-117500.015625;
20601.0,-0.172470822930336,2291874.5,-108375.015625;
20654.0,-0.1549992710351944,2291204.0,-99250.015625;
20707.0,-0.13602584600448608,2290596.25,-89125.015625;
20758.0,-0.11646401882171631,2290086.5,-77625.015625;
20811.0,-0.09492794424295425,2289640.0,-64625.015625;
20862.0,-0.07319411635398865,2289298.5,-50750.015625;
20915.0,-0.04973731189966202,2289043.5,-35250.015625;
20966.0,-0.026513945311307907,2288890.25,-21500.015625;
nan,nan,nan,nan;
21022.0,-0.0005089423502795398,2288818.5,-7000.015625;
21075.0,0.0243491493165493,2288845.25,6749.98486328125;
21128.0,0.04919024184346199,2288955.0,18999.986328125;
21180.0,0.07329624146223068,2289142.0,31499.986328125;
21232.0,0.09688375145196915,2289423.75,46374.98828125;
21284.0,0.11969481408596039,2289800.5,60749.98828125;
21336.0,0.14146894216537476,2290265.75,74249.9921875;
21388.0,0.16193711757659912,2290817.75,87374.9921875;
21440.0,0.18084931373596191,2291458.25,100999.9921875;
21492.0,0.19794335961341858,2292167.75,110999.9921875;
21545.0,0.21325132250785828,2292953.0,120499.9921875;
21598.0,0.22618025541305542,2293786.5,127249.9921875;
21651.0,0.23650497198104858,2294668.25,134375.0;
21707.0,0.24436110258102417,2295649.0,141625.0;
21758.0,0.2486218959093094,2296572.0,145625.0;
21811.0,0.24998739361763,2297551.75,148250.0;
21862.0,0.24825650453567505,2298498.25,148125.0;
21915.0,0.2432354986667633,2299467.75,145375.0;
21966.0,0.23527154326438904,2300374.0,141375.0;
22019.0,0.2237677127122879,2301293.75,137750.0;
22070.0,0.20966216921806335,2302142.25,131625.0;
22123.0,0.19195567071437836,2302967.5,122625.0;
