%Motor characterization data
%Each row's values were recorded on the same timestep
%Timestep increments at 8kHz

%Operator:
%Motor:
%ODrive axis: axis0
%Date:,02/04/2021
%Start time:,16:04:56

%timestep (8Hz),voltage,position,velocity
%[#],[V],[rad],[rad/s]
14977.0,0.0,2298368.0,0.0;
15017.0,0.0,2298368.0,0.0;
15061.0,0.0,2298368.0,0.0;
15105.0,0.0,2298368.0,0.0;
15150.0,0.0,2298368.0,0.0;
15192.0,0.0,2298368.0,0.0;
15232.0,0.0,2298368.0,0.0;
15272.0,0.0,2298368.0,0.0;
15314.0,0.0,2298368.0,0.0;
15359.0,0.0,2298368.0,0.0;
15403.0,0.0,2298368.0,0.0;
15446.0,0.0,2298368.0,0.0;
15487.0,0.0,2298368.0,0.0;
15527.0,0.0,2298368.0,0.0;
15573.0,0.0,2298368.0,0.0;
15618.0,0.0,2298368.0,0.0;
15664.0,0.0,2298368.0,0.0;
15705.0,0.0,2298368.0,0.0;
15745.0,0.0,2298368.0,0.0;
15785.0,0.0,2298368.0,0.0;
15827.0,0.0,2298368.0,0.0;
15867.0,0.0,2298368.0,0.0;
15907.0,0.0,2298368.0,0.0;
15949.0,0.0,2298368.0,0.0;
15989.0,0.0,2298368.0,0.0;
16030.0,-0.03449999913573265,2298361.75,-2000.0001220703125;
16071.0,0.06449999660253525,2298344.0,-2750.000244140625;
16110.0,0.07199999690055847,2298352.0,-1749.9998779296875;
16151.0,0.05550000071525574,2298357.5,2250.000244140625;
16191.0,0.08449999988079071,2298361.0,-375.0000305175781;
16232.0,-0.07599999755620956,2298367.25,2000.000244140625;
16271.0,-0.041999999433755875,2298356.0,-1750.0;
nan,nan,nan,nan;
16314.0,-0.03099999949336052,2298298.5,-11750.0;
16353.0,-0.02499999850988388,2298255.0,-5000.0;
16395.0,0.02199999988079071,2298242.25,-750.0000610351562;
16438.0,0.08699999749660492,2298250.25,3375.000244140625;
16483.0,-0.03350000083446503,2298262.75,500.00048828125;
16525.0,-0.008499999530613422,2298265.0,375.0000305175781;
16566.0,-0.020500000566244125,2298274.25,625.000244140625;
16607.0,-0.052000001072883606,2298311.0,7000.00048828125;
16647.0,-0.01549999974668026,2298290.75,-3374.999755859375;
16689.0,-0.03749999776482582,2298294.75,-2250.0;
16729.0,0.057999998331069946,2298302.5,1875.000244140625;
16769.0,-0.07899999618530273,2298293.25,-2125.000244140625;
16811.0,0.03500000014901161,2298262.0,-4000.00048828125;
16851.0,0.04999999701976776,2298296.0,8625.0;
16891.0,0.08399999886751175,2298282.75,-7500.00048828125;
16933.0,0.003999999724328518,2298237.75,-6375.0009765625;
